seq,value_name,value_category,value_category_id,value_type,value_subtype,scale_type,scale_id,scale_name,scale_gender,value_metric_description,value_metric_units,value_metric_score,ancillary_metric_description,ancillary_metric_score,spatial_feature_definition,spatial_feature_type_id,spatial_feature_name,spatial_feature_id,spatial_feature_description,narrative,date_collected,metric_score_source,metric_score_contact,join
4401,Wharf - existing,Socio-cultural values,C_4,Cultural heritage importance,Anthropogenic,Local Government,llg,Sinivit,Men and women,Has significant cultural heritage importance,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_204,Latitude and longitude of location of feature,Kokopo - 3 March 2016,3/03/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 1. Kokopo March 2016. ","Nate Peterson, TNC.",204
4402,Markets,Socio-cultural values,C_4,Cultural heritage importance,Anthropogenic,Local Government,llg,Sinivit,Men and women,Has significant cultural heritage importance,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_205,Latitude and longitude of location of feature,Kokopo - 3 March 2016,3/03/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 1. Kokopo March 2016. ","Nate Peterson, TNC.",205
4403,Hot spring,Socio-cultural values,C_4,"Recreational, tourism or aesthetic importance",,Local Government,llg,Sinivit,Men and women,"Has significant recreational, tourism or aethetic importance","Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_206,Latitude and longitude of location of feature,Kokopo - 3 March 2016,3/03/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 1. Kokopo March 2016. ","Nate Peterson, TNC.",206
4404,Betel Nut Farm,Natural resource values,C_3,Natural resources,,Local Government,llg,Sinivit,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_207,Latitude and longitude of location of feature,Kokopo - 3 March 2016,3/03/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 1. Kokopo March 2016. ","Nate Peterson, TNC.",207
4405,Jetties - existing,Socio-cultural values,C_4,Cultural heritage importance,,Local Government,llg,Bitapaka,Men and women,Has significant cultural heritage importance,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_208,Latitude and longitude of location of feature,Kokopo - 3 March 2016,3/03/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 1. Kokopo March 2016. ","Nate Peterson, TNC.",208
4406,Tuna,Natural resource values,C_3,Natural resources,,Local Government,llg,Bitapaka,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_209,Latitude and longitude of location of feature,Kokopo - 3 March 2016,3/03/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 1. Kokopo March 2016. ","Nate Peterson, TNC.",209
4407,Cash crops - cocoa,Natural resource values,C_3,Natural resources,,Local Government,llg,Bitapaka,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_210,Latitude and longitude of location of feature,Kokopo - 3 March 2016,3/03/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 1. Kokopo March 2016. ","Nate Peterson, TNC.",210
4408,Fish farm/pond,Natural resource values,C_3,Natural resources,,Local Government,llg,Bitapaka,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_211,Latitude and longitude of location of feature,Kokopo - 3 March 2016,3/03/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 1. Kokopo March 2016. ","Nate Peterson, TNC.",211
4409,Balsa woodlots,Natural resource values,C_3,Natural resources,,Local Government,llg,Bitapaka,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_212,Latitude and longitude of location of feature,Kokopo - 3 March 2016,3/03/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 1. Kokopo March 2016. ","Nate Peterson, TNC.",212
4410,Fruit and Veggie farming,Natural resource values,C_3,Natural resources,,Local Government,llg,Bitapaka,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_213,Latitude and longitude of location of feature,Kokopo - 3 March 2016,3/03/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 1. Kokopo March 2016. ","Nate Peterson, TNC.",213
4411,Fruit and Veggie farming,Natural resource values,C_3,Natural resources,,Local Government,llg,East Pomio,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_214,Latitude and longitude of location of feature,Pomio - 7 July 2016,7/07/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for Pomio, Workshop # 3. Pomio July 2016. ","Nate Peterson, TNC.",214
4414,Disaster affected area,Ecosystem structure and process values,C_1,"Vulnerability, sensitivity or slow recovery",,Local Government,llg,East Pomio,Men and women,Relative vulnerability or sensitivity,"Baseline (0), High (1), Very high (2)",2,,,Enter location,F_1,New point,PNT_217,Latitude and longitude of location of feature,Kokopo - 3 March 2016,3/03/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 1. Kokopo March 2016. ","Nate Peterson, TNC.",217
4415,Cash crops - coconut,Natural resource values,C_3,Natural resources,,Local Government,llg,East Pomio,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_218,Latitude and longitude of location of feature,Kokopo - 3 March 2016,3/03/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 1. Kokopo March 2016. ","Nate Peterson, TNC.",218
4416,Sacred Sites / Ples Tambu,Socio-cultural values,C_4,Spiritual importance,,Local Government,llg,East Pomio,Men and women,Has significant spiritual importance,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_219,Latitude and longitude of location of feature,Kokopo - 3 March 2016,3/03/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 1. Kokopo March 2016. ","Nate Peterson, TNC.",219
4417,Cash crops - cocoa,Natural resource values,C_3,Natural resources,,Local Government,llg,East Pomio,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_220,Latitude and longitude of location of feature,Kokopo - 3 March 2016,3/03/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 1. Kokopo March 2016. ","Nate Peterson, TNC.",220
4418,Cash crops - coconut,Natural resource values,C_3,Natural resources,,Local Government,llg,East Pomio,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_221,Latitude and longitude of location of feature,Kokopo - 3 March 2016,3/03/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 1. Kokopo March 2016. ","Nate Peterson, TNC.",221
4419,Cash crops - cocoa,Natural resource values,C_3,Natural resources,,Local Government,llg,East Pomio,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_222,Latitude and longitude of location of feature,Kokopo - 3 March 2016,3/03/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 1. Kokopo March 2016. ","Nate Peterson, TNC.",222
4420,Cash crops - coconut,Natural resource values,C_3,Natural resources,,Local Government,llg,East Pomio,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_223,Latitude and longitude of location of feature,Kokopo - 3 March 2016,3/03/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 1. Kokopo March 2016. ","Nate Peterson, TNC.",223
4421,Fish market,Socio-cultural values,C_4,Cultural heritage importance,,Local Government,llg,East Pomio,Men and women,Has significant cultural heritage importance,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_224,Latitude and longitude of location of feature,Kokopo - 3 March 2016,3/03/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 1. Kokopo March 2016. ","Nate Peterson, TNC.",224
4424,Cash crops - cocoa,Natural resource values,C_3,Natural resources,,Local Government,llg,East Pomio,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_227,Latitude and longitude of location of feature,Kokopo - 3 March 2016,3/03/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 1. Kokopo March 2016. ","Nate Peterson, TNC.",227
4425,Cash crops - coconut,Natural resource values,C_3,Natural resources,,Local Government,llg,East Pomio,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_228,Latitude and longitude of location of feature,Kokopo - 3 March 2016,3/03/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 1. Kokopo March 2016. ","Nate Peterson, TNC.",228
4426,Cash crops - cocoa,Natural resource values,C_3,Natural resources,,Local Government,llg,East Pomio,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_229,Latitude and longitude of location of feature,Kokopo - 3 March 2016,3/03/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 1. Kokopo March 2016. ","Nate Peterson, TNC.",229
4427,Cash crops - coconut,Natural resource values,C_3,Natural resources,,Local Government,llg,East Pomio,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_230,Latitude and longitude of location of feature,Kokopo - 3 March 2016,3/03/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 1. Kokopo March 2016. ","Nate Peterson, TNC.",230
4428,Cash crops - cocoa,Natural resource values,C_3,Natural resources,,Local Government,llg,East Pomio,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_231,Latitude and longitude of location of feature,Kokopo - 3 March 2016,3/03/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 1. Kokopo March 2016. ","Nate Peterson, TNC.",231
4429,Cash crops - coconut,Natural resource values,C_3,Natural resources,,Local Government,llg,East Pomio,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_232,Latitude and longitude of location of feature,Kokopo - 3 March 2016,3/03/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 1. Kokopo March 2016. ","Nate Peterson, TNC.",232
4430,Cash crops - cocoa,Natural resource values,C_3,Natural resources,,Local Government,llg,East Pomio,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_233,Latitude and longitude of location of feature,Kokopo - 3 March 2016,3/03/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 1. Kokopo March 2016. ","Nate Peterson, TNC.",233
4431,Cash crops - coconut,Natural resource values,C_3,Natural resources,,Local Government,llg,East Pomio,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_234,Latitude and longitude of location of feature,Kokopo - 3 March 2016,3/03/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 1. Kokopo March 2016. ","Nate Peterson, TNC.",234
4433,Caves,Socio-cultural values,C_4,"Recreational, tourism or aesthetic importance",,Local Government,llg,East Pomio,Men and women,"Has significant recreational, tourism or aethetic importance","Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_236,Latitude and longitude of location of feature,Kokopo - 3 March 2016,3/03/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 1. Kokopo March 2016. ","Nate Peterson, TNC.",236
4434,Cash crops - cocoa,Natural resource values,C_3,Natural resources,,Local Government,llg,East Pomio,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_237,Latitude and longitude of location of feature,Kokopo - 3 March 2016,3/03/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 1. Kokopo March 2016. ","Nate Peterson, TNC.",237
4435,Cash crops - coconut,Natural resource values,C_3,Natural resources,,Local Government,llg,East Pomio,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_238,Latitude and longitude of location of feature,Kokopo - 3 March 2016,3/03/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 1. Kokopo March 2016. ","Nate Peterson, TNC.",238
4436,Cash crops - Vanilla,Natural resource values,C_3,Natural resources,,Local Government,llg,East Pomio,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_239,Latitude and longitude of location of feature,Kokopo - 3 March 2016,3/03/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 1. Kokopo March 2016. ","Nate Peterson, TNC.",239
4437,Cash crops - cocoa,Natural resource values,C_3,Natural resources,,Local Government,llg,East Nakanai,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_240,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",240
4438,Cash crops - coconut,Natural resource values,C_3,Natural resources,,Local Government,llg,East Nakanai,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_241,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",241
4440,Volcano,Socio-cultural values,C_4,"Recreational, tourism or aesthetic importance",,Local Government,llg,East Nakanai,Men and women,"Has significant recreational, tourism or aethetic importance","Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_243,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",243
4441,Cash Crop - Coffee,Natural resource values,C_3,Natural resources,,Local Government,llg,East Nakanai,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_244,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",244
4442,Cash crops - cocoa,Natural resource values,C_3,Natural resources,,Local Government,llg,East Nakanai,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_245,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",245
4443,Cash crops - coconut,Natural resource values,C_3,Natural resources,,Local Government,llg,East Nakanai,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_246,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",246
4444,Shells - mangroves,Natural resource values,C_3,Natural resources,,Local Government,llg,East Nakanai,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_247,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",247
4445,Cash crops - coconut,Natural resource values,C_3,Natural resources,,Local Government,llg,East Nakanai,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_248,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",248
4446,Cash crops - cocoa,Natural resource values,C_3,Natural resources,,Local Government,llg,East Nakanai,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_249,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",249
4447,Logging - expired TRP/FMA,Natural resource values,C_3,Natural resources,,Local Government,llg,East Nakanai,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_250,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",250
4448,Biological Research Staion,Socio-cultural values,C_4,Cultural heritage importance,,Local Government,llg,East Nakanai,Men and women,Has significant cultural heritage importance,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_251,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",251
4449,Volcano,Socio-cultural values,C_4,"Recreational, tourism or aesthetic importance",,Local Government,llg,East Nakanai,Men and women,"Has significant recreational, tourism or aethetic importance","Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_252,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",252
4450,Cash crops - cocoa,Natural resource values,C_3,Natural resources,,Local Government,llg,East Nakanai,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_253,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",253
4451,Cash crops - coconut,Natural resource values,C_3,Natural resources,,Local Government,llg,East Nakanai,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_254,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",254
4453,Tourism - coral reefs,Socio-cultural values,C_4,"Recreational, tourism or aesthetic importance",,Local Government,llg,East Nakanai,Men and women,"Has significant recreational, tourism or aethetic importance","Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_256,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",256
4454,Beche-de-mer - reef,Natural resource values,C_3,Natural resources,,Local Government,llg,East Nakanai,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_257,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",257
4455,Conservation Area - Marine,Ecosystem structure and process values,C_1,Naturalness,,Local Government,llg,East Nakanai,Men and women,Relative level of naturalness,"Baseline (0), High (1), Very high (2)",2,,,Enter location,F_1,New point,PNT_258,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",258
4456,Dugong habitat,Ecosystem structure and process values,C_1,Importance for ETP species or habitats,,Local Government,llg,East Nakanai,Men and women,Relative importance of area for ETP species or habitats,"Baseline (0), High (1), Very high (2)",2,,,Enter location,F_1,New point,PNT_259,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",259
4457,Seagrass beds,Ecosystem structure and process values,C_1,Importance for ETP species or habitats,,Local Government,llg,East Nakanai,Men and women,Relative importance of area for ETP species or habitats,"Baseline (0), High (1), Very high (2)",2,,,Enter location,F_1,New point,PNT_260,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",260
4458,Tourism - coral reefs,Socio-cultural values,C_4,"Recreational, tourism or aesthetic importance",,Local Government,llg,East Nakanai,Men and women,"Has significant recreational, tourism or aethetic importance","Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_261,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",261
4459,Sacred Sites / Ples Tambu,Socio-cultural values,C_4,Spiritual importance,,Local Government,llg,East Nakanai,Men and women,Has significant spiritual importance,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_262,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",262
4460,Turtle nesting beach - marine,Ecosystem structure and process values,C_1,Importance for ETP species or habitats,,Local Government,llg,East Nakanai,Men and women,Relative importance of area for ETP species or habitats,"Baseline (0), High (1), Very high (2)",2,,,Enter location,F_1,New point,PNT_263,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",263
4461,Bird Sanctuary,Socio-cultural values,C_4,"Recreational, tourism or aesthetic importance",,Local Government,llg,East Nakanai,Men and women,"Has significant recreational, tourism or aethetic importance","Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_264,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",264
4462,Shell Tabu Money,Socio-cultural values,C_4,Cultural heritage importance,,Local Government,llg,East Nakanai,Men and women,Has significant cultural heritage importance,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_265,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",265
4463,Fishing zones - marine,Natural resource values,C_3,Natural resources,,Local Government,llg,East Nakanai,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_266,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",266
4464,Tuna,Natural resource values,C_3,Natural resources,,Local Government,llg,East Nakanai,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_267,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",267
4465,Dolphins,Ecosystem structure and process values,C_1,Importance for ETP species or habitats,,Local Government,llg,East Nakanai,Men and women,Relative importance of area for ETP species or habitats,"Baseline (0), High (1), Very high (2)",2,,,Enter location,F_1,New point,PNT_268,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",268
4466,Tourism - coral reefs,Socio-cultural values,C_4,"Recreational, tourism or aesthetic importance",,Local Government,llg,East Nakanai,Men and women,"Has significant recreational, tourism or aethetic importance","Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_269,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",269
4467,Volcano,Socio-cultural values,C_4,"Recreational, tourism or aesthetic importance",,Local Government,llg,East Nakanai,Men and women,"Has significant recreational, tourism or aethetic importance","Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_270,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",270
4468,Hunting Zone,Natural resource values,C_3,Natural resources,,Local Government,llg,East Nakanai,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_271,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",271
4469,Hot spring,Socio-cultural values,C_4,"Recreational, tourism or aesthetic importance",,Local Government,llg,East Nakanai,Men and women,"Has significant recreational, tourism or aethetic importance","Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_272,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",272
